"filename", "language", "SCSS", "JavaScript", "PHP", "HTML", "JSON", "vue", "Markdown", "CSS", "Makefile", "Shell Script", "YAML", "Less", "Ignore", "CoffeeScript", "XML", "comment", "blank", "total"
"c:\laragon\www\telexperticia\public\assets\plugins\feather-icons\icons\voicemail.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\laragon\www\telexperticia\public\assets\plugins\feather-icons\icons\volume-1.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\laragon\www\telexperticia\public\assets\plugins\feather-icons\icons\volume-2.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\laragon\www\telexperticia\public\assets\plugins\feather-icons\icons\volume-x.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\laragon\www\telexperticia\public\assets\plugins\feather-icons\icons\volume.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\laragon\www\telexperticia\public\assets\plugins\feather-icons\icons\watch.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\laragon\www\telexperticia\public\assets\plugins\feather-icons\icons\wifi-off.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\laragon\www\telexperticia\public\assets\plugins\feather-icons\icons\wifi.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\laragon\www\telexperticia\public\assets\plugins\feather-icons\icons\wind.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\laragon\www\telexperticia\public\assets\plugins\feather-icons\icons\x-circle.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\laragon\www\telexperticia\public\assets\plugins\feather-icons\icons\x-octagon.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\laragon\www\telexperticia\public\assets\plugins\feather-icons\icons\x-square.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\laragon\www\telexperticia\public\assets\plugins\feather-icons\icons\x.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\laragon\www\telexperticia\public\assets\plugins\feather-icons\icons\youtube.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\laragon\www\telexperticia\public\assets\plugins\feather-icons\icons\zap-off.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\laragon\www\telexperticia\public\assets\plugins\feather-icons\icons\zap.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\laragon\www\telexperticia\public\assets\plugins\feather-icons\icons\zoom-in.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\laragon\www\telexperticia\public\assets\plugins\feather-icons\icons\zoom-out.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\.github\FUNDING.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\.prettierignore", "Ignore", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1, 5
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\.prettierrc.json", "JSON", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\.travis.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 3, 9
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\Gruntfile.coffee", "CoffeeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 9, 45
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 105
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\assets\docs.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 151, 0, 0, 0, 0, 0, 0, 0, 2, 1, 154
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\assets\docs.js", "JavaScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\assets\docs.less", "Less", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 153, 0, 0, 0, 0, 17, 170
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\bower.json", "JSON", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\composer.json", "JSON", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 23
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\convertSvgToAssetCatalog.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 1, 11, 36
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\css\flag-icon.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1562, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1563
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\css\flag-icon.min.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\ad.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 1, 149
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\ae.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\af.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 1, 82
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\ag.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 1, 15
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\ai.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 763, 0, 1, 764
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\al.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\am.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\ao.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 1, 14
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\aq.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\ar.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 1, 32
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\as.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 1, 34
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\at.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\au.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 1, 12
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\aw.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 186, 0, 1, 187
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\ax.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 1, 19
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\az.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 1, 9
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\ba.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 1, 13
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\bb.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\bd.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\be.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\bf.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\bg.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\bh.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 1, 10
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\bi.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 1, 16
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\bj.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 1, 15
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\bl.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\bm.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 1, 99
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\bn.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 1, 37
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\bo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 678, 0, 1, 679
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\bq.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\br.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 1, 46
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\bs.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 1, 14
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\bt.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 1, 90
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\bv.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 1, 14
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\bw.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\by.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 1, 23
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\bz.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145, 0, 1, 146
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\ca.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\cc.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 1, 20
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\cd.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 1, 13
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\cf.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 1, 16
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\cg.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 1, 13
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\ch.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 1, 10
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\ci.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\ck.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 1, 12
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\cl.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 1, 14
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\cm.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 1, 16
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\cn.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 1, 12
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\co.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\cr.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\cu.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 1, 14
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\cv.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 1, 14
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\cw.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 1, 15
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\cx.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 1, 16
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\cy.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\cz.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 1, 13
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\de.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\dj.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 1, 14
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\dk.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\dm.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 0, 1, 153
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\do.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6745, 0, 1, 6746
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\dz.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\ec.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 0, 1, 139
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\ee.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\eg.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 1, 39
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\eh.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 1, 16
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\er.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 1, 14
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\es-ca.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\es.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 547, 0, 1, 548
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\et.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 1, 15
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\eu.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 1, 29
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\fi.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\fj.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 125, 0, 1, 126
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\fk.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 0, 1, 94
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\fm.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 1, 12
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\fo.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 1, 13
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\fr.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\ga.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\gb-eng.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 6
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\gb-nir.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 0, 1, 132
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\gb-sct.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\gb-wls.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 1, 10
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\gb.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\gd.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 1, 28
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\ge.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\gf.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\gg.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 1, 10
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\gh.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 1, 7
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\gi.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 1, 33
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\gl.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 5
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\gm.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 1, 10
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\gn.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\gp.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 8
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\gq.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 1, 24
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\gr.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 1, 17
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\gs.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 0, 1, 207
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\gt.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 204, 0, 1, 205
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\gu.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 1, 40
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\gw.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 1, 16
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\gy.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 1, 10
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\hk.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 1, 31
"c:\laragon\www\telexperticia\public\assets\plugins\flag-icon-css\flags\1x1\hm.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 1, 10
